ID;category;link;comment;label;dimension;dimension_cm;description
43;furniture;https://www.amazon.com/Design-Toscano-Madame-Bouvier-Boudoir/dp/B003M0JW0E/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small;smaller;LxWxH 14.96 x 14.96 x 21.46 inches;LxWxH 38.00 x 38.00 x 54.51 cm;Design Toscano Madame Bouvier Boudoir Stool Finish: Walnut
45;furniture;https://www.amazon.com/BIRDROCK-HOME-Round-Stool-Ottoman/dp/B07NBWF68J/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1;It wasn’t as big as I thought it would be;smaller;LxWxH 18.5 x 18.5 x 15 inches;LxWxH 46.99 x 46.99 x 38.10 cm;BIRDROCK HOME Round Pouf Foot Stool Ottoman - Knit Bean Bag Floor Chair - Cotton Braided Cord - Great for The Living Room, Bedroom and Kids Room - Small Furniture (Light Grey)
46;furniture;https://www.amazon.com/Growing-Up-Green-Bamboo-Stool/dp/B0039MIUXA/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small and low;smaller;LxWxH 13.9 x 8.6 x 7.1 inches;LxWxH 35.31 x 21.84 x 18.03 cm;Growing Up Green Bamboo Step Stool
47;furniture;https://www.amazon.com/Hillsdale-50973-Street-Bronze-Vanity/dp/B00R8KTSIK/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;The chair was so small that I couldn't sit in it.;smaller;LxWxH 17 x 17 x 26 inches;LxWxH 43.18 x 43.18 x 66.04 cm;Hillsdale Canal Street Metal Vanity Stool, Golden Bronze
48;closet systems;https://www.amazon.com/RiverRidge-Ellsworth-Collection-Cabinet-Espresso/dp/B005Q0EB0O/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small. I never expect.;smaller;LxWxH 17.5 x 23.25 x 68.31 inches;LxWxH 44.45 x 59.05 x 173.51 cm;RiverRidge 06-028 Tall Corner Cabinet, Espresso
49;bookcase;https://www.amazon.com/Furinno-5-Cube-Reversible-Shelf-11069WH/dp/B074NHV6S3/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;it was a lot smaller then I expected yes I looked at the measurements but I guess I did something wrong other then that it is great for small storage;smaller;LxWxH 19.5 x 9.4 x 31.5 inches;LxWxH 49.53 x 23.88 x 80.01 cm;Furinno 5-Cube Reversible Open Shelf, White/Green 11069WH/GR
53;kitchen device;https://www.amazon.com/Galanz-GLCMKA07GNR-07-Retro-Microwave-Cu-Ft/dp/B08H82L31Z/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;You can't complain about the design but it is too small. It also came with some defects on the lining layer.;smaller;LxWxH 17.81 x 13.75 x 10.31 inches;LxWxH 45.24 x 34.92 x 26.19 cm;Galanz GLCMKA07GNR-07 Retro Microwave Oven, 0.7 Cu.Ft, Surf Green
55;home décor;https://www.amazon.com/Home-Basics-DM47052-White-Mirror/dp/B01IF3RWK4/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Had to return was smaller than expected;smaller;LxWxH 14.25 x 0.62 x 18.25 inches;LxWxH 36.20 x 1.57 x 46.36 cm;Home Basics Contemporary Rectangle Wall Mirror, Hangs Vertical Or Horizontal, (White)
60;heating & cooling;https://www.amazon.com/Dr-Infrared-Heater-Portable-1500-Watt/dp/B002QZ11J6/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;it worked ok, but just didn't do enough in my basement which isn't that big, nice unit just a little too small for what I needed;smaller;LxWxH 13 x 12.5 x 17 inches;LxWxH 33.02 x 31.75 x 43.18 cm;Dr Infrared Heater Portable Space Heater, 1500-Watt
61;home décor;https://www.amazon.com/Simple-Designs-Home-LF2007-BLK-3-Light/dp/B01N53YEIW/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Another sad mistake! Bought this to replace 2 other brands I bought that where worthless and this us not much better. Lights will not stay up, tiny nuts on side, too small for me to deal with if I wanted a hanging light would of bought such!! I am 100% disabled, don't have luxury of running around trying to return heavy boxes. Getting sad products;smaller;LxWxH 17 x 9.75 x 63.75 inches;LxWxH 43.18 x 24.77 x 161.93 cm;Simple Designs Home LF2007-BLK Simple Designs, Black Metal 3-Light Tree Floor Lamp, Finish
62;closet systems;https://www.amazon.com/AmazonBasics-Expandable-Hanging-Organizer-Wardrobe/dp/B0798GRR24/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It’s not as big as it seems.;smaller;LxWxH 57 x 14 x 72 inches;LxWxH 144.78 x 35.56 x 182.88 cm;"Amazon Basics Expandable Metal Hanging Storage Organizer Rack Wardrobe with Shelves, 14""-63"" x 58""-72"", Bronze"
64;closet systems;https://www.amazon.com/Simple-Houseware-Industrial-Clothing-Garment/dp/B07D5ML7LZ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;A bit shorter than I expected. I looked at the item measurements but I guess I'm bad at guesstimating sizes lol so when I got it all put together I was a little disappointed in how short it is.;smaller;LxWxH 42.75 x 17 x 64 inches;LxWxH 108.59 x 43.18 x 162.56 cm;SimpleHouseware Industrial Pipe Clothing Garment Rack with Bottom Shelves, Bronze
67;furniture;https://www.amazon.com/VASAGLE-Apartment-Assembly-Mid-Century-ULCS002Q01/dp/B089SP3WMF/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;very small, pillows extra small, ;smaller;LxWxH 71.3 x 32.3 x 33.9 Inches;LxWxH 181.10 x 82.04 x 86.11 cm;Surface, for Apartment, Small Space, Solid Wood Frame, Metal Legs, Easy Assembly, Mid-Century Modern Design, 71.3 x 32.3 x 33.9 Inches, Blue ULCS002Q01
79;kitchen device;https://www.amazon.com/WALSH-WSR17S5-Fridge-Stainless-Meters/dp/B07WW4W5XG/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;just too small to hold much of anything;smaller;LxWxH 17.48 x 19.09 x 19.49 inches;LxWxH 44.40 x 48.49 x 49.50 cm;Walsh WSR17S5 Compact Refrigerator, 1.7 Cu.Ft Single Door Fridge, Adjustable Mechanical Thermostat with Chiller, Reversible Doors, Stainless Steel Look
82;home décor;https://www.amazon.com/Adesso-8022-12-Dune-chiere-Improvement/dp/B000PRNWBC/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;The lampshade is super duper short! Not as pictured;smaller;LxWxH 10 x 10 x 58 inches;LxWxH 25.40 x 25.40 x 147.32 cm;Adesso Home 8022-12 Transitional Three Light Floor Lamp from Dune Collection in Pwt, Nckl, B/S, Slvr. Finish, Natural Rubber Wood/Steel Accents
84;furniture;https://www.amazon.com/Hillsdale-Emerson-Vanity-Golden-Bronze/dp/B0055XGAOC/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Didn’t like it . Way to small.;smaller;LxWxH 16 x 20 x 31 inches;LxWxH 40.64 x 50.80 x 78.74 cm;Hillsdale Emerson Metal Vanity Stool, Golden Bronze
85;bookcase;https://www.amazon.com/Furinno-99736LBL-Bookcase-Storage-Shelves/dp/B07FMWMKX7/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;I have never been more disappointed with a product in my life. It was way too small - barely holds anything.;smaller;LxWxH 21.75 x 9.25 x 39.5 inches;LxWxH 55.24 x 23.50 x 100.33 cm;FURINNO Basic 3-Tier Bookcase Storage Shelves, Light Blue
87;bookcase;https://www.amazon.com/Sauder-Select-3-Shelf-Bookcase-Cherry/dp/B006R9VO08/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;it was not big enough;smaller;LxWxH 35.28 x 13.23 x 43.78 inches;LxWxH 89.61 x 33.60 x 111.20 cm;Sauder Select Collection 3 Shelf Bookcase, Select Cherry finish
88;organizer;https://www.amazon.com/Apollo-Tools-Organization-Ball-Bearing-DT5010/dp/B07X56KLNF/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;it's not wide enough;smaller;LxWxH 14 x 8.86 x 9.65 inches;LxWxH 35.56 x 22.50 x 24.51 cm;APOLLO TOOLS Black Metal Tool Box with Deep Top Compartment and 2 Drawers in Heavy-Duty Steel Chest With Ball Bearing Opening And Powder Coated Finish - DT5010
90;organizer;https://www.amazon.com/Munchkin-43449-Nursery-Essentials-Organizer/dp/B00HWXXTBA/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too small & not sturdy;smaller;LxWxH 26 x 14.5 x 30 inches;LxWxH 66.04 x 36.83 x 76.20 cm;Munchkin Nursery Essentials Organizer
91;furniture;https://www.amazon.com/Iceberg-65491-Indestructible-Personal-Charcoal/dp/B018245UXC/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; Not what I expected. This is a really small table;smaller;LxWxH 30 x 20 x 28 inches;LxWxH 76.20 x 50.80 x 71.12 cm;Camco Large Adirondack Portable Outdoor Folding Side Table - Perfect for The Beach, Camping, Picnics, Cookouts and More - Weatherproof and Rust Resistant - Gray (21038)
96;pet accessories;https://www.amazon.com/AmazonBasics-Platform-Cat-Tree-Beige/dp/B07FW4NGJH/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Way too small!;smaller;LxWxH 17.72 x 14.17 x 21.46 inches;LxWxH 45.01 x 35.99 x 54.51 cm;Amazon Basics Cat Tree with Platform, Scratching Posts
97;pet accessories;https://www.amazon.com/Catry-Hammock-Natural-Scratching-Teasing/dp/B0835QBWMW/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; Extremely small and not stable;smaller;LxWxH 15.7 x 15.7 x 27.8 inches;LxWxH 39.88 x 39.88 x 70.61 cm;Catry, Cat Tree Hammock Bed with Natural Paper Rope Scratching Posts and Teasing Feather for Kitten (Version 2)
98;pet accessories;https://www.amazon.com/Classy-Kitty-Story-Condo-13x10x13/dp/B0017JGAXE/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true&th=1; It is too small.;smaller;LxWxH 13 x 10.5 x 13 inches;LxWxH 33.02 x 26.67 x 33.02 cm;North American Pet Cat Condos, Cat Scratchers, and Cat Trees
13;bookcase;https://www.amazon.com/Furinno-Simple-5-Shelf-Bookcase-White/dp/B01BWXPV1G/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;"It arrived and I should have checked the depth before spending 1.5 hours assembling it; I didn’t. Of course when I stood it up, it didn’t fit my space by quite a margin. It’s not the 24.1cm as shown on the product axon. It’s a whopping 29cm.";bigger;LxWxH 11.6 x 24.4 x 71.1 inches;LxWxH 29.46 x 61.98 x 180.59 cm;FURINNO JAYA Simply Home 5-Shelf Bookcase, 5-Tier, White
24;plant accessories;https://www.amazon.com/Nearly-Natural-5289-Golden-6-5-Feet/dp/B004XWCZXQ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; It's big, make sure you have the space. I returned this tree for a smaller ficus tree.;bigger;LxWxH 45 x 40 x 78 inches;LxWxH 114.30 x 101.60 x 198.12 cm;Nearly Natural 5289 6.5ft. Golden Cane Palm Silk Tree,Green
50;crib;https://www.amazon.com/MiClassic-Stationary-Bassinet-One-Second-Portable/dp/B07SSX5YC2/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;WAY TOO BIG. Unless you want this to be your crib until your baby can stand then I suggest looking somewhere else. Or if you have a 3 and a 1/2 foot long 3 year old sized baby.;bigger;LxWxH 37.4 x 23.8 x 28 inches;LxWxH 95.00 x 60.45 x 71.12 cm;MiClassic All mesh 2in1 Stationary&Rock Bassinet One-Second Fold Travel Crib Portable Newborn Baby (Crystal)
65;kitchen device;https://www.amazon.com/Oster-TSSTTVFDDG-DS-Stainless-Collection-French/dp/B07DW4JXDP/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;It is too big and boxey and the door are hard to open and close too easily while you are putting something in.;bigger;LxWxH 20.7 x 24.5 x 16.6 inches;LxWxH 52.58 x 62.23 x 42.16 cm;Oster Black Stainless Steel Collection French Door Oven, Extra Large
66;kitchen device;https://www.amazon.com/SanLidA-Electric-Dishwasher-Safe-Attachments-SM-1551/dp/B089K6246V/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;RETURNED TOO BIG;bigger;LxWxH 16.6 x 10.6 x 14.2 inches;LxWxH 42.16 x 26.92 x 36.07 cm;COOKLEE Stand Mixer, 9.5 Qt. 660W 10-Speed Electric Kitchen Mixer with Dishwasher-Safe Dough Hooks, Flat Beaters, Wire Whip & Pouring Shield Attachments for Most Home Cooks, SM-1551, Nero Nemesis Black
68;TV and PC accessories;https://www.amazon.com/SAMSUNG-43-inch-Crystal-TU-8000-Built/dp/B084JHKT7S/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;My biggest complaint is the TV is just too dim.;bigger;LxWxH 37.9 x 7.6 x 24.7 inches;LxWxH 96.27 x 19.30 x 62.74 cm;SAMSUNG 43-inch Class Crystal UHD TU-8000 Series - 4K UHD HDR Smart TV with Alexa Built-in (UN43TU8000FXZA, 2020 Model)
70;kitchen device;https://www.amazon.com/Braun-KF6050WH-BrewSense-Coffee-Maker/dp/B07CPJF2BG/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Machine is too big for small kitchens. Really enormous. ;bigger;LxWxH 7.9 x 7.9 x 14.2 inches;LxWxH 20.07 x 20.07 x 36.07 cm;Braun KF6050WH BrewSense Drip Coffee Maker, White
71;kitchen device;https://www.amazon.com/Cuisinart-CPT-142-Compact-4-Slice-Toaster/dp/B009GQ032E/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Bad toaster. Wide gaps for extra crumbs to, too big giant;bigger;LxWxH 10.8 x 10.7 x 7.2 inches;LxWxH 27.43 x 27.18 x 18.29 cm;Cuisinart CPT-142P1 2-Slice Compact Plastic Toaster, 4, White
78;furniture;https://www.amazon.com/TIGERKING-Security-Home-Safe%EF%BC%8CSafe-Cubic/dp/B07Q9J4F83/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; it's too big of a product to replace ;bigger;LxWxH 15.8 x 13 x 23 inches;LxWxH 40.13 x 33.02 x 58.42 cm;TIGERKING Security Home Safe,Safe Box- 2.05 Cubic Feet
83;furniture;https://www.amazon.com/Hillsdale-OMalley-Vanity-Stool-Gray/dp/B008L7X2G8/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Too large, but it is a Michael Kors. Hope it holds up to predicted hype.;bigger;LxWxH 19.25 x 15.75 x 34 inches;LxWxH 48.90 x 40.01 x 86.36 cm;Hillsdale O'Malley Vanity Stool, Gray
92;organizer;https://www.amazon.com/Origami-Heavy-Duty-Foldable-Black/dp/B07CMVQMKT/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;Item is far too large;bigger;LxWxH 35 x 13 x 29 inches;LxWxH 88.90 x 33.02 x 73.66 cm;Origami 3-Shelf General Purpose Collapsible/Foldable Shelving Unit, Small Rack with Wheels | Organizer, Rolling Cart, Home Kitchen Laundry Closet Storage, Metal Wire, Pre-Assembled | Black
94;heating & cooling;https://www.amazon.com/Lasko-T42954-Oscillating-Woodgrain-13x13x42-5/dp/B07PLJ69P2/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; It’s a big, expensive fan that’s nothing special.;bigger;LxWxH 13 x 13 x 42.5 inches;LxWxH 33.02 x 33.02 x 107.95 cm;"Lasko Portable Electric 42"" Oscillating Tower Fan with Nighttime Setting, Timer and Remote Control for Indoor, Bedroom and Home Office Use, Silverwood T42954"
99;pet accessories;https://www.amazon.com/AmazonBasics-Canvas-Bottom-Cage-Black/dp/B07KB4C1QS/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true; It's actually way too big.;bigger;LxWxH 46.65 x 13.78 x 23.62 inches;LxWxH 118.49 x 35.00 x 59.99 cm;Amazon Basics Indoor-Outdoor Small Pet Habitat Cage with Canvas Bottom
100;home décor;https://www.amazon.com/Globe-Electric-12937-Downlight-Holden/dp/B074WJ6NSQ/ref=cm_cr_arp_d_product_top?ie=UTF8&-21&ntap_updated=true;The base is too thick, too wide, and too bulky to fit in a small-ish space behind or around a desk.;bigger;LxWxH 10 x 14.88 x 70 inches;LxWxH 25.40 x 37.80 x 177.80 cm;"Holden 70"" Floor Lamp, Black, Satin Finish, In-Line On/Off Foot Switch,12937"
